iteration,x1,x2
57,-0.00013990616597170727,-0.0006889845853842682
58,-0.00013990616597170727,-0.0006889845853842682
59,-0.00013990616597170727,-0.0006889845853842682
60,-0.00013990616597170727,-0.0006889845853842682
61,0.0004278621361494628,0.0003155773706453182
62,0.0004278621361494628,0.0003155773706453182
63,0.0004278621361494628,0.0003155773706453182
64,0.0004278621361494628,0.0003155773706453182
65,0.0004278621361494628,0.0003155773706453182
66,0.00043443844448550704,0.00026416803052283335
67,0.0004875857398580088,0.00012275546980896837
68,-3.078667402777596e-05,2.2451155976562794e-05
69,-3.078667402777596e-05,2.2451155976562794e-05
70,-3.078667402777596e-05,2.2451155976562794e-05
71,-3.078667402777596e-05,2.2451155976562794e-05
72,-3.078667402777596e-05,2.2451155976562794e-05
73,-3.078667402777596e-05,2.2451155976562794e-05
74,-3.078667402777596e-05,2.2451155976562794e-05
75,-3.078667402777596e-05,2.2451155976562794e-05
76,-3.078667402777596e-05,2.2451155976562794e-05
77,-3.078667402777596e-05,2.2451155976562794e-05
78,-3.078667402777596e-05,2.2451155976562794e-05
79,-3.078667402777596e-05,2.2451155976562794e-05
80,-3.0346065878738903e-05,2.1600474179921548e-05
81,-5.3606954805596235e-06,-3.5873274790315814e-05
82,3.1181112781562177e-06,1.7139330980158933e-05
83,3.1181112781562177e-06,1.7139330980158933e-05
84,4.383611709401004e-06,2.6826713820758284e-06
85,4.383611709401004e-06,2.6826713820758284e-06
86,4.383611709401004e-06,2.6826713820758284e-06
87,4.383611709401004e-06,2.6826713820758284e-06
88,-2.9106802942254232e-06,-3.593455553193073e-06
89,-2.9106802942254232e-06,-3.593455553193073e-06
90,-2.9106802942254232e-06,-3.593455553193073e-06
91,-1.3835380919151492e-06,-5.858604902556949e-07
92,-1.3835380919151492e-06,-5.858604902556949e-07
93,-1.3835380919151492e-06,-5.858604902556949e-07
94,-1.3835380919151492e-06,-5.858604902556949e-07
95,-1.3835380919151492e-06,-5.858604902556949e-07
96,-1.3835380919151492e-06,-5.858604902556949e-07
97,-1.3835380919151492e-06,-5.858604902556949e-07
98,-1.1960672857853068e-06,-2.8541076077284124e-07
99,-1.1960672857853068e-06,-2.8541076077284124e-07
100,-1.1960672857853068e-06,-2.8541076077284124e-07
101,-1.1960672857853068e-06,-2.8541076077284124e-07
102,-1.1960672857853068e-06,-2.8541076077284124e-07
103,-1.1960672857853068e-06,-2.8541076077284124e-07
104,-1.1960672857853068e-06,-2.8541076077284124e-07
105,-1.1960672857853068e-06,-2.8541076077284124e-07
106,-1.1960672857853068e-06,-2.8541076077284124e-07
107,-1.1960672857853068e-06,-2.8541076077284124e-07
108,-1.1960672857853068e-06,-2.8541076077284124e-07
109,-1.1960672857853068e-06,-2.8541076077284124e-07
110,-1.1960672857853068e-06,-2.8541076077284124e-07
111,-1.1960672857853068e-06,-2.8541076077284124e-07
112,-1.1960672857853068e-06,-2.8541076077284124e-07
113,-1.1960672857853068e-06,-2.8541076077284124e-07
114,1.4791924372589635e-07,-4.244190385167438e-07
115,1.4791924372589635e-07,-4.244190385167438e-07
116,1.4791924372589635e-07,-4.244190385167438e-07
117,1.4791924372589635e-07,-4.244190385167438e-07
118,1.4791924372589635e-07,-4.244190385167438e-07
119,-3.9055069323540474e-07,-1.247877909813545e-07
120,-3.9055069323540474e-07,-1.247877909813545e-07
